Timestamp,A_X,A_Y,A_Z,G_X,G_Y,G_Z,Gesture
166640.0,-0.945556640625,0.2705078125,-0.2462158203125,2.1036585365853657,-3.4451219512195124,-11.189024390243905,Null
166680.0,-0.945068359375,0.2734375,-0.2490234375,1.859756097560976,-3.018292682926829,-10.335365853658537,Null
166720.0,-0.94482421875,0.2728271484375,-0.2496337890625,0.7012195121951221,-3.26219512195122,-8.78048780487805,Null
166760.0,-0.9464111328125,0.2708740234375,-0.2813720703125,-8.01829268292683,-2.713414634146342,2.378048780487805,Null
166800.0,-0.949462890625,0.274169921875,-0.25,-7.835365853658537,-2.8353658536585367,9.603658536585368,Null
166840.0,-0.942138671875,0.3160400390625,-0.2822265625,0.03048780487804878,-1.676829268292683,13.353658536585368,Null
166880.0,-0.90625,0.301513671875,-0.249755859375,-9.23780487804878,8.963414634146343,41.06707317073171,Null
166920.0,-0.9033203125,0.3499755859375,-0.28173828125,-4.817073170731708,11.341463414634148,60.670731707317074,Null
166960.0,-0.896728515625,0.3419189453125,-0.287841796875,-7.77439024390244,5.5182926829268295,90.00000000000001,Null
167000.0,-0.9091796875,0.370849609375,-0.291015625,-18.75,6.158536585365853,126.40243902439026,Null
167040.0,-0.8629150390625,0.403564453125,-0.2943115234375,-14.146341463414636,16.76829268292683,138.78048780487805,Null
167080.0,-0.8382568359375,0.48193359375,-0.296875,-25.1219512195122,16.006097560975608,146.46341463414637,Null
167120.0,-0.8138427734375,0.5281982421875,-0.2940673828125,-20.27439024390244,16.76829268292683,164.78658536585368,Null
167160.0,-0.7830810546875,0.60595703125,-0.29052734375,-29.69512195121952,12.926829268292684,189.5731707317073,Null
167200.0,-0.712158203125,0.61328125,-0.2860107421875,-36.554878048780495,14.23780487804878,201.55487804878052,Null
167240.0,-0.7008056640625,0.64697265625,-0.2491455078125,-48.07926829268293,13.26219512195122,213.53658536585368,Null
167280.0,-0.61865234375,0.6839599609375,-0.2469482421875,-42.195121951219505,16.951219512195124,186.7682926829268,Null
167320.0,-0.5521240234375,0.741455078125,-0.237060546875,-22.713414634146343,6.158536585365853,155.91463414634148,Null
167360.0,-0.5390625,0.7982177734375,-0.235107421875,-23.8719512195122,10.76219512195122,135.82317073170734,Null
167400.0,-0.4583740234375,0.8326416015625,-0.2603759765625,-13.353658536585368,-1.3109756097560976,110.45731707317074,Null
167440.0,-0.432373046875,0.8843994140625,-0.260498046875,-19.054878048780488,-3.1707317073170733,81.64634146341464,Null
167480.0,-0.4033203125,0.862548828125,-0.254150390625,-15.914634146341465,-3.414634146341464,64.35975609756098,Null
167520.0,-0.412353515625,0.8717041015625,-0.2530517578125,-6.798780487804879,-0.4878048780487805,45.54878048780488,Null
167560.0,-0.4075927734375,0.9071044921875,-0.2528076171875,-5.945121951219512,10.884146341463415,41.25000000000001,Null
167600.0,-0.3699951171875,0.912109375,-0.251708984375,-6.5548780487804885,11.463414634146345,34.237804878048784,Null
167640.0,-0.364501953125,0.9139404296875,-0.2523193359375,-7.25609756097561,4.176829268292684,22.89634146341464,Null
167680.0,-0.3837890625,0.918212890625,-0.2152099609375,-16.585365853658537,11.006097560975613,23.170731707317074,Null
167720.0,-0.333251953125,0.890625,-0.2135009765625,-18.262195121951226,10.609756097560977,34.329268292682926,Null
167760.0,-0.3465576171875,0.8995361328125,-0.211181640625,-17.5,11.463414634146345,33.8719512195122,Null
167800.0,-0.305908203125,0.9412841796875,-0.2088623046875,-15.731707317073171,4.0548780487804885,22.22560975609756,Null
167840.0,-0.2974853515625,0.9459228515625,-0.208740234375,-5.823170731707318,10.457317073170731,25.640243902439032,Null
167880.0,-0.3199462890625,0.951904296875,-0.208984375,-11.432926829268293,8.719512195121952,13.932926829268293,Null
167920.0,-0.27978515625,0.9530029296875,-0.2115478515625,-9.573170731707318,-0.7926829268292683,17.28658536585366,Null
167960.0,-0.2752685546875,0.9219970703125,-0.2117919921875,-8.8109756097561,-1.920731707317073,5.396341463414633,Null
