Timestamp,A_X,A_Y,A_Z,G_X,G_Y,G_Z,Gesture
141280.0,-0.9150390625,-0.403076171875,0.1107177734375,-8.689024390243903,1.0060975609756098,-4.359756097560976,Null
141320.0,-0.8719482421875,-0.438720703125,0.1395263671875,0.3658536585365854,1.981707317073171,-8.841463414634148,Null
141360.0,-0.915283203125,-0.4052734375,0.1375732421875,2.713414634146342,-1.3414634146341464,-10.030487804878051,Null
141400.0,-0.89404296875,-0.404052734375,0.1109619140625,2.9573170731707314,-3.75,-9.847560975609756,Null
141440.0,-0.9144287109375,-0.394287109375,0.1356201171875,2.591463414634146,1.707317073170732,-10.0,Null
141480.0,-0.8927001953125,-0.4139404296875,0.134521484375,-10.24390243902439,2.2865853658536586,-11.615853658536587,Null
141520.0,-0.9385986328125,-0.3603515625,0.1279296875,-13.902439024390244,-5.243902439024391,-10.853658536585368,Null
141560.0,-0.9434814453125,-0.33740234375,0.0843505859375,-38.59756097560975,-21.280487804878053,-4.512195121951219,Null
141600.0,-0.95068359375,-0.35400390625,0.0789794921875,-90.91463414634147,-45.82317073170732,-8.99390243902439,Null
141640.0,-0.9027099609375,-0.3572998046875,0.1011962890625,-158.90243902439025,-80.42682926829268,0.5182926829268293,Null
141680.0,-0.897705078125,-0.408935546875,0.0797119140625,-199.45121951219517,-105.0,3.292682926829269,Null
141720.0,-0.8638916015625,-0.4031982421875,0.0992431640625,-235.45731707317074,-120.21341463414636,4.8780487804878065,Null
141760.0,-0.87646484375,-0.4652099609375,0.0814208984375,-252.01219512195127,-120.54878048780488,6.798780487804879,Null
141800.0,-0.843505859375,-0.5064697265625,0.1072998046875,-239.23780487804882,-120.51829268292684,16.158536585365855,Null
141840.0,-0.83447265625,-0.5364990234375,0.1068115234375,-242.59146341463418,-107.9878048780488,18.75,Null
141880.0,-0.8394775390625,-0.5218505859375,0.0787353515625,-228.2317073170732,-110.03048780487806,14.939024390243905,Null
141920.0,-0.8563232421875,-0.5667724609375,0.1083984375,-204.51219512195127,-102.25609756097563,26.79878048780488,Null
141960.0,-0.831298828125,-0.565673828125,0.10595703125,-181.34146341463412,-84.35975609756099,26.768292682926827,Null
142000.0,-0.8499755859375,-0.572265625,0.10400390625,-156.82926829268294,-86.09756097560977,21.097560975609763,Null
142040.0,-0.8287353515625,-0.51904296875,0.1015625,-123.3841463414634,-60.0609756097561,13.506097560975613,Null
142080.0,-0.8819580078125,-0.5150146484375,0.0994873046875,-118.9329268292683,-62.621951219512205,13.01829268292683,Null
142120.0,-0.8392333984375,-0.5103759765625,0.09814453125,-112.95731707317074,-61.463414634146346,25.18292682926829,Null
142160.0,-0.87939453125,-0.4964599609375,0.106689453125,-100.85365853658536,-54.786585365853654,19.969512195121954,Null
142200.0,-0.8394775390625,-0.578125,0.1090087890625,-76.3109756097561,-37.6829268292683,25.518292682926827,Null
142240.0,-0.8330078125,-0.5517578125,0.10107421875,-29.81707317073171,-22.134146341463413,19.085365853658537,Null
142280.0,-0.831787109375,-0.5362548828125,0.0618896484375,6.189024390243902,-11.371951219512196,-0.09146341463414637,Null
142320.0,-0.8895263671875,-0.4605712890625,0.107421875,25.213414634146343,-1.951219512195122,-6.250000000000001,Null
142360.0,-0.8868408203125,-0.4813232421875,0.0859375,11.981707317073171,2.2560975609756095,-19.115853658536587,Null
142400.0,-0.880859375,-0.4647216796875,0.127197265625,3.9939024390243913,3.628048780487805,-18.84146341463415,Null
142440.0,-0.87646484375,-0.50732421875,0.1263427734375,10.091463414634148,-2.713414634146342,-16.676829268292686,Null
142480.0,-0.8431396484375,-0.4864501953125,0.1290283203125,9.634146341463415,-1.7987804878048783,-6.250000000000001,Null
142520.0,-0.830810546875,-0.5364990234375,0.1314697265625,16.73780487804878,9.969512195121954,-5.243902439024391,Null
142560.0,-0.85546875,-0.563232421875,0.1256103515625,34.78658536585366,12.408536585365855,-5.4573170731707314,Null
142600.0,-0.84423828125,-0.5811767578125,0.1258544921875,71.95121951219512,30.762195121951226,-7.408536585365853,Null
142640.0,-0.857421875,-0.5478515625,0.08447265625,122.2865853658537,60.73170731707317,-19.35975609756098,Null
142680.0,-0.8382568359375,-0.521728515625,0.0843505859375,160.09146341463415,77.1951219512195,-16.371951219512198,Null
142720.0,-0.85986328125,-0.5057373046875,0.0810546875,189.84756097560975,88.50609756097563,-20.97560975609756,Null
142760.0,-0.8416748046875,-0.4810791015625,0.0819091796875,206.25000000000003,87.89634146341464,-14.634146341463413,Null
142800.0,-0.8433837890625,-0.459716796875,0.1297607421875,211.70731707317074,96.859756097561,-23.71951219512195,Null
142840.0,-0.880126953125,-0.4815673828125,0.1312255859375,217.40853658536588,91.89024390243904,-22.164634146341466,Null
142880.0,-0.8748779296875,-0.3985595703125,0.0848388671875,227.10365853658539,101.1280487804878,-32.46951219512195,Null
142920.0,-0.9202880859375,-0.4150390625,0.129638671875,212.16463414634148,93.29268292682929,-33.56707317073171,Null
142960.0,-0.8995361328125,-0.337646484375,0.0908203125,179.02439024390245,87.46951219512195,-34.268292682926834,Null
143000.0,-0.8958740234375,-0.3389892578125,0.1334228515625,138.41463414634148,66.4939024390244,-23.292682926829272,Null
143040.0,-0.903564453125,-0.3798828125,0.112060546875,108.78048780487806,65.60975609756098,-21.89024390243902,Null
143080.0,-0.9046630859375,-0.3896484375,0.111572265625,94.14634146341464,55.2439024390244,-25.457317073170728,Null
143120.0,-0.9012451171875,-0.41015625,0.121337890625,78.10975609756099,36.737804878048784,-25.48780487804878,Null
143160.0,-0.9217529296875,-0.419921875,0.1240234375,73.10975609756099,27.713414634146343,-24.542682926829272,Null
143200.0,-0.9063720703125,-0.3997802734375,0.15625,71.25,33.41463414634146,-24.207317073170728,Null
143240.0,-0.864990234375,-0.405029296875,0.1197509765625,68.53658536585367,30.42682926829269,-26.3719512195122,Null
143280.0,-0.8748779296875,-0.4012451171875,0.1226806640625,79.42073170731706,36.4939024390244,-21.280487804878053,Null
143320.0,-0.8961181640625,-0.4215087890625,0.1229248046875,70.0,35.33536585365854,-22.164634146341466,Null
143360.0,-0.899169921875,-0.369384765625,0.11962890625,61.98170731707317,33.47560975609756,-24.756097560975608,Null
143400.0,-0.896728515625,-0.359619140625,0.11865234375,47.40853658536586,25.000000000000004,-17.530487804878053,Null
143440.0,-0.9217529296875,-0.3636474609375,0.120849609375,25.701219512195124,16.493902439024392,-11.463414634146345,Null
